id,price,rooms,bathrooms,square_meters,zone,city,price_per_m2
165,75000,2,1,48,Buenos Aires Interior,Lujan,1562
166,75000,4,1,96,Buenos Aires Interior,Lujan,781
167,75000,2,1,520,Buenos Aires Interior,Lujan,144
168,75000,3,1,167,Buenos Aires Interior,Lujan,449
169,75000,4,1,129,Buenos Aires Interior,Lujan,581
170,75000,5,2,106,Buenos Aires Interior,Lujan,708
171,75000,4,1,120,Buenos Aires Interior,Lujan,625
172,75000,5,1,105,Buenos Aires Interior,Lujan,714
173,75000,3,1,78,Buenos Aires Interior,Lujan,962
174,75000,2,1,92,Buenos Aires Interior,Lujan,815
175,75000,4,1,130,Buenos Aires Interior,Lujan,577
176,75000,4,1,140,Buenos Aires Interior,Lujan,536
177,75000,5,2,165,Buenos Aires Interior,Lujan,455
178,75000,3,1,60,Buenos Aires Interior,Lujan,1250
179,75000,1,2,161,Buenos Aires Interior,Lujan,466
180,75000,4,1,80,Buenos Aires Interior,Lujan,938
181,75000,4,2,87,Buenos Aires Interior,Lujan,862
182,75800,4,1,106,Buenos Aires Interior,Lujan,715
183,76000,4,2,183,Buenos Aires Interior,Lujan,415
184,76000,2,1,88,Buenos Aires Interior,Lujan,864
185,78000,3,1,66,Buenos Aires Interior,Lujan,1182
186,78000,3,1,60,Buenos Aires Interior,Lujan,1300
187,78000,2,1,110,Buenos Aires Interior,Lujan,709
188,78000,4,1,215,Buenos Aires Interior,Lujan,363
189,78000,3,1,93,Buenos Aires Interior,Lujan,839
190,78000,6,2,178,Buenos Aires Interior,Lujan,438
191,78000,4,1,300,Buenos Aires Interior,Lujan,260
192,78000,4,1,63,Buenos Aires Interior,Lujan,1238
193,78000,2,1,90,Buenos Aires Interior,Lujan,867
194,78000,3,1,170,Buenos Aires Interior,Lujan,459
195,78000,3,1,121,Buenos Aires Interior,Lujan,645
196,79000,3,1,75,Buenos Aires Interior,Lujan,1053
197,79000,3,1,150,Buenos Aires Interior,Lujan,527
198,79000,1,1,110,Buenos Aires Interior,Lujan,718
199,79500,3,1,70,Buenos Aires Interior,Lujan,1136
200,79900,3,1,60,Buenos Aires Interior,Lujan,1332
201,80000,5,2,80,Buenos Aires Interior,Lujan,1000
202,80000,4,1,214,Buenos Aires Interior,Lujan,374
203,80000,6,1,300,Buenos Aires Interior,Lujan,267
204,80000,3,2,80,Buenos Aires Interior,Lujan,1000
205,80000,2,1,167,Buenos Aires Interior,Lujan,479
206,80000,3,1,170,Buenos Aires Interior,Lujan,471
207,80000,4,2,200,Buenos Aires Interior,Lujan,400
208,80000,3,1,70,Buenos Aires Interior,Lujan,1143
209,80000,3,1,71,Buenos Aires Interior,Lujan,1127
210,80000,2,1,98,Buenos Aires Interior,Lujan,816
211,80000,4,1,120,Buenos Aires Interior,Lujan,667
212,80000,3,1,178,Buenos Aires Interior,Lujan,449
213,80000,2,1,146,Buenos Aires Interior,Lujan,548
214,80000,3,1,166,Buenos Aires Interior,Lujan,482
215,80000,2,1,117,Buenos Aires Interior,Lujan,684
216,81000,3,1,80,Buenos Aires Interior,Lujan,1012
217,81000,4,1,85,Buenos Aires Interior,Lujan,953
218,82000,3,1,100,Buenos Aires Interior,Lujan,820
219,83000,3,1,70,Buenos Aires Interior,Lujan,1186
220,83000,3,2,70,Buenos Aires Interior,Lujan,1186
221,83000,3,3,100,Buenos Aires Interior,Lujan,830
222,84000,3,1,190,Buenos Aires Interior,Lujan,442
223,85000,3,1,150,Buenos Aires Interior,Lujan,567
224,85000,5,1,140,Buenos Aires Interior,Lujan,607
225,85000,6,1,130,Buenos Aires Interior,Lujan,654
226,85000,3,1,150,Buenos Aires Interior,Lujan,567
227,85000,2,1,101,Buenos Aires Interior,Lujan,842
228,85000,3,1,300,Buenos Aires Interior,Lujan,283
229,85000,2,1,110,Buenos Aires Interior,Lujan,773
230,85000,3,1,299,Buenos Aires Interior,Lujan,284
231,85000,4,1,125,Buenos Aires Interior,Lujan,680
232,85000,4,1,78,Buenos Aires Interior,Lujan,1090
233,85000,3,1,60,Buenos Aires Interior,Lujan,1417
234,85000,3,1,300,Buenos Aires Interior,Lujan,283
235,85000,2,1,65,Buenos Aires Interior,Lujan,1308
236,85000,6,1,137,Buenos Aires Interior,Lujan,620
237,85000,3,1,90,Buenos Aires Interior,Lujan,944
238,85000,4,1,250,Buenos Aires Interior,Lujan,340
239,85000,3,3,145,Buenos Aires Interior,Lujan,586
240,85000,5,1,152,Buenos Aires Interior,Lujan,559
241,85000,3,1,60,Buenos Aires Interior,Lujan,1417
242,85000,4,3,150,Buenos Aires Interior,Lujan,567
243,86000,3,1,70,Buenos Aires Interior,Lujan,1229
244,86000,3,1,180,Buenos Aires Interior,Lujan,478
245,86000,2,1,132,Buenos Aires Interior,Lujan,652
246,88000,3,1,70,Buenos Aires Interior,Lujan,1257
247,88000,4,1,400,Buenos Aires Interior,Lujan,220
248,89000,4,1,110,Buenos Aires Interior,Lujan,809
249,89000,3,2,110,Buenos Aires Interior,Lujan,809
250,89000,2,2,100,Buenos Aires Interior,Lujan,890
251,89000,4,1,76,Buenos Aires Interior,Lujan,1171
252,89000,4,1,110,Buenos Aires Interior,Lujan,809
253,89000,4,1,236,Buenos Aires Interior,Lujan,377
254,89000,2,1,90,Buenos Aires Interior,Lujan,989
255,89000,3,1,68,Buenos Aires Interior,Lujan,1309
256,89000,2,1,147,Buenos Aires Interior,Lujan,605
257,90000,3,1,112,Buenos Aires Interior,Lujan,804
258,90000,4,1,104,Buenos Aires Interior,Lujan,865
259,90000,4,1,143,Buenos Aires Interior,Lujan,629
260,90000,3,2,600,Buenos Aires Interior,Lujan,150
261,90000,4,2,150,Buenos Aires Interior,Lujan,600
262,90000,4,1,125,Buenos Aires Interior,Lujan,720
263,90000,5,1,85,Buenos Aires Interior,Lujan,1059
264,90000,3,2,120,Buenos Aires Interior,Lujan,750
265,90000,4,2,195,Buenos Aires Interior,Lujan,462
266,90000,3,1,100,Buenos Aires Interior,Lujan,900
267,90000,3,1,104,Buenos Aires Interior,Lujan,865
268,90000,4,2,140,Buenos Aires Interior,Lujan,643
269,90000,4,1,120,Buenos Aires Interior,Lujan,750
270,90000,3,1,300,Buenos Aires Interior,Lujan,300
271,90000,3,1,100,Buenos Aires Interior,Lujan,900
272,90000,3,1,235,Buenos Aires Interior,Lujan,383
273,90000,5,2,113,Buenos Aires Interior,Lujan,796
274,90000,3,1,144,Buenos Aires Interior,Lujan,625
275,90000,3,2,120,Buenos Aires Interior,Lujan,750
276,90000,2,1,200,Buenos Aires Interior,Lujan,450
277,90000,2,1,300,Buenos Aires Interior,Lujan,300
278,90000,2,1,110,Buenos Aires Interior,Lujan,818
279,90000,2,1,127,Buenos Aires Interior,Lujan,709
280,90000,2,1,80,Buenos Aires Interior,Lujan,1125
281,90000,3,1,107,Buenos Aires Interior,Lujan,841
282,92000,3,1,646,Buenos Aires Interior,Lujan,142
283,92000,3,1,110,Buenos Aires Interior,Lujan,836
284,92000,2,1,65,Buenos Aires Interior,Lujan,1415
285,92000,3,1,155,Buenos Aires Interior,Lujan,594
286,95000,4,2,136,Buenos Aires Interior,Lujan,699
287,95000,4,1,299,Buenos Aires Interior,Lujan,318
288,95000,2,2,225,Buenos Aires Interior,Lujan,422
289,95000,3,3,164,Buenos Aires Interior,Lujan,579
290,95000,3,1,110,Buenos Aires Interior,Lujan,864
291,95000,7,2,105,Buenos Aires Interior,Lujan,905
292,95000,4,1,60,Buenos Aires Interior,Lujan,1583
293,95000,2,1,90,Buenos Aires Interior,Lujan,1056
294,95000,6,1,85,Buenos Aires Interior,Lujan,1118
295,95000,2,1,341,Buenos Aires Interior,Lujan,279
296,95800,3,1,220,Buenos Aires Interior,Lujan,435
297,97000,3,1,90,Buenos Aires Interior,Lujan,1078
298,97000,3,1,142,Buenos Aires Interior,Lujan,683
299,97500,3,1,100,Buenos Aires Interior,Lujan,975
300,98000,5,2,137,Buenos Aires Interior,Lujan,715
301,98000,6,2,216,Buenos Aires Interior,Lujan,454
302,98000,4,2,133,Buenos Aires Interior,Lujan,737
303,98000,4,2,154,Buenos Aires Interior,Lujan,636
304,98000,3,1,100,Buenos Aires Interior,Lujan,980
305,98000,4,2,160,Buenos Aires Interior,Lujan,612
306,99000,4,2,140,Buenos Aires Interior,Lujan,707
307,99000,4,1,100,Buenos Aires Interior,Lujan,990
308,99000,3,1,94,Buenos Aires Interior,Lujan,1053
309,99000,1,1,110,Buenos Aires Interior,Lujan,900
310,99000,2,1,300,Buenos Aires Interior,Lujan,330
311,99000,4,1,110,Buenos Aires Interior,Lujan,900
312,99000,2,1,300,Buenos Aires Interior,Lujan,330
313,99800,5,3,157,Buenos Aires Interior,Lujan,636
314,100000,3,1,105,Buenos Aires Interior,Lujan,952
315,100000,5,2,180,Buenos Aires Interior,Lujan,556
316,100000,7,2,220,Buenos Aires Interior,Lujan,455
317,100000,4,2,120,Buenos Aires Interior,Lujan,833
318,100000,4,2,146,Buenos Aires Interior,Lujan,685
319,100000,3,2,200,Buenos Aires Interior,Lujan,500
320,100000,3,1,165,Buenos Aires Interior,Lujan,606
321,100000,5,2,140,Buenos Aires Interior,Lujan,714
322,100000,2,1,80,Buenos Aires Interior,Lujan,1250
323,100000,4,1,80,Buenos Aires Interior,Lujan,1250
324,100000,3,1,60,Buenos Aires Interior,Lujan,1667
325,100000,6,1,120,Buenos Aires Interior,Lujan,833
326,100000,3,2,200,Buenos Aires Interior,Lujan,500
327,100000,2,1,80,Buenos Aires Interior,Lujan,1250
328,101000,5,3,186,Buenos Aires Interior,Lujan,543
329,102000,4,2,140,Buenos Aires Interior,Lujan,729
330,102000,4,1,140,Buenos Aires Interior,Lujan,729
331,104000,3,1,100,Buenos Aires Interior,Lujan,1040
332,105000,4,1,140,Buenos Aires Interior,Lujan,750
333,105000,4,1,140,Buenos Aires Interior,Lujan,750
334,105000,3,2,100,Buenos Aires Interior,Lujan,1050
335,105000,4,1,99,Buenos Aires Interior,Lujan,1061
336,105000,3,1,145,Buenos Aires Interior,Lujan,724
337,105000,3,1,80,Buenos Aires Interior,Lujan,1312
338,105000,3,1,73,Buenos Aires Interior,Lujan,1438
339,105000,5,2,90,Buenos Aires Interior,Lujan,1167
340,105000,3,2,60,Buenos Aires Interior,Lujan,1750
341,107000,3,1,72,Buenos Aires Interior,Lujan,1486
342,107000,5,2,100,Buenos Aires Interior,Lujan,1070
343,108000,5,2,204,Buenos Aires Interior,Lujan,529
344,109000,4,2,150,Buenos Aires Interior,Lujan,727
345,110000,3,1,72,Buenos Aires Interior,Lujan,1528
346,110000,4,2,124,Buenos Aires Interior,Lujan,887
347,110000,4,1,133,Buenos Aires Interior,Lujan,827
348,110000,3,2,120,Buenos Aires Interior,Lujan,917
349,110000,4,3,220,Buenos Aires Interior,Lujan,500
350,110000,4,3,220,Buenos Aires Interior,Lujan,500
351,110000,5,1,149,Buenos Aires Interior,Lujan,738
352,110000,3,1,73,Buenos Aires Interior,Lujan,1507
353,110000,3,1,120,Buenos Aires Interior,Lujan,917
354,110000,4,2,124,Buenos Aires Interior,Lujan,887
355,110000,3,1,104,Buenos Aires Interior,Lujan,1058
356,110000,6,2,198,Buenos Aires Interior,Lujan,556
357,110000,6,2,198,Buenos Aires Interior,Lujan,556
358,110000,3,1,121,Buenos Aires Interior,Lujan,909
359,110000,4,1,359,Buenos Aires Interior,Lujan,306
360,110000,5,2,193,Buenos Aires Interior,Lujan,570
361,110000,6,3,250,Buenos Aires Interior,Lujan,440
362,110000,5,2,180,Buenos Aires Interior,Lujan,611
363,110000,3,1,150,Buenos Aires Interior,Lujan,733
364,110000,4,2,100,Buenos Aires Interior,Lujan,1100
365,110000,5,2,180,Buenos Aires Interior,Lujan,611
366,110000,2,2,120,Buenos Aires Interior,Lujan,917
367,110000,2,1,60,Buenos Aires Interior,Lujan,1833
368,110000,4,2,250,Buenos Aires Interior,Lujan,440
369,112000,5,1,100,Buenos Aires Interior,Lujan,1120
370,113000,5,1,140,Buenos Aires Interior,Lujan,807
371,114500,5,1,112,Buenos Aires Interior,Lujan,1022
372,115000,4,3,170,Buenos Aires Interior,Lujan,676
373,115000,3,1,72,Buenos Aires Interior,Lujan,1597
374,115000,1,1,52,Buenos Aires Interior,Lujan,2212
375,115000,8,2,140,Buenos Aires Interior,Lujan,821
376,115000,4,2,147,Buenos Aires Interior,Lujan,782
377,115000,3,2,80,Buenos Aires Interior,Lujan,1438
378,115000,3,2,120,Buenos Aires Interior,Lujan,958
379,115000,4,2,133,Buenos Aires Interior,Lujan,865
380,115000,3,2,190,Buenos Aires Interior,Lujan,605
381,115000,5,3,125,Buenos Aires Interior,Lujan,920
382,115000,4,2,435,Buenos Aires Interior,Lujan,264
383,115000,3,3,120,Buenos Aires Interior,Lujan,958
384,115000,2,1,90,Buenos Aires Interior,Lujan,1278
385,115000,4,1,160,Buenos Aires Interior,Lujan,719
386,115000,5,2,185,Buenos Aires Interior,Lujan,622
387,115000,5,2,250,Buenos Aires Interior,Lujan,460
388,115000,4,1,110,Buenos Aires Interior,Lujan,1045
389,115000,2,1,100,Buenos Aires Interior,Lujan,1150
390,118000,3,2,125,Buenos Aires Interior,Lujan,944
391,119000,6,2,150,Buenos Aires Interior,Lujan,793
392,119000,3,2,180,Buenos Aires Interior,Lujan,661
393,119000,3,1,130,Buenos Aires Interior,Lujan,915
394,119990,4,2,159,Buenos Aires Interior,Lujan,755
395,120000,5,1,100,Buenos Aires Interior,Lujan,1200
396,120000,3,2,120,Buenos Aires Interior,Lujan,1000
397,120000,4,2,180,Buenos Aires Interior,Lujan,667
398,120000,4,2,66,Buenos Aires Interior,Lujan,1818
399,120000,4,2,100,Buenos Aires Interior,Lujan,1200
400,120000,4,2,130,Buenos Aires Interior,Lujan,923
401,120000,5,2,170,Buenos Aires Interior,Lujan,706
402,120000,3,2,120,Buenos Aires Interior,Lujan,1000
403,120000,3,2,110,Buenos Aires Interior,Lujan,1091
404,120000,4,2,100,Buenos Aires Interior,Lujan,1200
405,120000,2,2,120,Buenos Aires Interior,Lujan,1000
406,120000,5,1,128,Buenos Aires Interior,Lujan,938
407,120000,3,2,95,Buenos Aires Interior,Lujan,1263
408,120000,4,3,180,Buenos Aires Interior,Lujan,667
409,120000,4,1,190,Buenos Aires Interior,Lujan,632
410,120000,4,1,70,Buenos Aires Interior,Lujan,1714
411,120000,3,2,180,Buenos Aires Interior,Lujan,667
412,120000,3,2,100,Buenos Aires Interior,Lujan,1200
413,120000,5,2,853,Buenos Aires Interior,Lujan,141
414,120000,3,1,160,Buenos Aires Interior,Lujan,750
415,120000,4,2,252,Buenos Aires Interior,Lujan,476
416,120000,3,1,230,Buenos Aires Interior,Lujan,522
417,120000,3,3,43,Buenos Aires Interior,Lujan,2791
418,120000,3,1,93,Buenos Aires Interior,Lujan,1290
419,120000,3,2,120,Buenos Aires Interior,Lujan,1000
420,120000,3,2,156,Buenos Aires Interior,Lujan,769
421,120000,4,1,100,Buenos Aires Interior,Lujan,1200
422,121000,4,2,130,Buenos Aires Interior,Lujan,931
423,125000,3,1,83,Buenos Aires Interior,Lujan,1506
424,125000,1,1,81,Buenos Aires Interior,Lujan,1543
425,125000,2,1,96,Buenos Aires Interior,Lujan,1302
426,125000,4,2,172,Buenos Aires Interior,Lujan,727
427,125000,3,1,120,Buenos Aires Interior,Lujan,1042
428,125000,4,2,139,Buenos Aires Interior,Lujan,899
429,125000,5,2,100,Buenos Aires Interior,Lujan,1250
430,125000,4,2,120,Buenos Aires Interior,Lujan,1042
431,125000,3,2,150,Buenos Aires Interior,Lujan,833
432,125000,3,2,110,Buenos Aires Interior,Lujan,1136
433,125000,4,2,150,Buenos Aires Interior,Lujan,833
434,126000,5,3,180,Buenos Aires Interior,Lujan,700
435,127000,3,1,130,Buenos Aires Interior,Lujan,977
436,128000,6,2,103,Buenos Aires Interior,Lujan,1243
437,128000,10,3,280,Buenos Aires Interior,Lujan,457
438,128000,2,2,150,Buenos Aires Interior,Lujan,853
439,129000,4,2,120,Buenos Aires Interior,Lujan,1075
440,129000,7,2,150,Buenos Aires Interior,Lujan,860
441,129000,5,4,140,Buenos Aires Interior,Lujan,921
442,129000,3,2,159,Buenos Aires Interior,Lujan,811
443,129000,5,2,130,Buenos Aires Interior,Lujan,992
444,129000,3,1,130,Buenos Aires Interior,Lujan,992
445,129900,4,1,153,Buenos Aires Interior,Lujan,849
446,130000,3,1,96,Buenos Aires Interior,Lujan,1354
447,130000,4,3,151,Buenos Aires Interior,Lujan,861
448,130000,6,3,180,Buenos Aires Interior,Lujan,722
449,130000,3,1,110,Buenos Aires Interior,Lujan,1182
450,130000,4,3,141,Buenos Aires Interior,Lujan,922
451,130000,6,3,399,Buenos Aires Interior,Lujan,326
452,130000,7,3,219,Buenos Aires Interior,Lujan,594
453,130000,5,2,180,Buenos Aires Interior,Lujan,722
454,130000,4,2,140,Buenos Aires Interior,Lujan,929
455,130000,4,2,90,Buenos Aires Interior,Lujan,1444
456,130000,2,2,130,Buenos Aires Interior,Lujan,1000
457,130000,2,1,148,Buenos Aires Interior,Lujan,878
458,130000,5,1,100,Buenos Aires Interior,Lujan,1300
459,130000,5,3,120,Buenos Aires Interior,Lujan,1083
460,130000,2,1,80,Buenos Aires Interior,Lujan,1625
461,130000,4,1,141,Buenos Aires Interior,Lujan,922
462,130000,5,1,130,Buenos Aires Interior,Lujan,1000
463,130000,3,2,175,Buenos Aires Interior,Lujan,743
464,130000,3,2,125,Buenos Aires Interior,Lujan,1040
465,130000,4,2,500,Buenos Aires Interior,Lujan,260
466,130000,6,2,143,Buenos Aires Interior,Lujan,909
467,130000,7,2,100,Buenos Aires Interior,Lujan,1300
468,132000,5,2,180,Buenos Aires Interior,Lujan,733
469,135000,3,2,86,Buenos Aires Interior,Lujan,1570
470,135000,4,2,130,Buenos Aires Interior,Lujan,1038
471,135000,3,1,113,Buenos Aires Interior,Lujan,1195
472,135000,4,1,135,Buenos Aires Interior,Lujan,1000
473,135000,3,2,114,Buenos Aires Interior,Lujan,1184
474,135000,3,2,70,Buenos Aires Interior,Lujan,1929
475,135000,2,1,120,Buenos Aires Interior,Lujan,1125
476,135000,3,2,148,Buenos Aires Interior,Lujan,912
